,State Name,County Name,HPSA Score
2198,South Dakota,"Marshall County, SD",13.0
2199,South Dakota,"McPherson County, SD",16.0
2200,South Dakota,"Meade County, SD",9.0
2201,South Dakota,"Mellette County, SD",17.0
2202,South Dakota,"Miner County, SD",15.5
2203,South Dakota,"Minnehaha County, SD",9.333333333333334
2204,South Dakota,"Moody County, SD",9.5
2205,South Dakota,"Oglala Lakota County, SD",20.0
2206,South Dakota,"Pennington County, SD",15.75
2207,South Dakota,"Perkins County, SD",15.0
2208,South Dakota,"Potter County, SD | Sully County, SD",15.0
2209,South Dakota,"Roberts County, SD",17.5
2210,South Dakota,"Spink County, SD",15.0
2211,South Dakota,"Stanley County, SD",15.0
2212,South Dakota,"Todd County, SD",21.0
2213,South Dakota,"Tripp County, SD",15.0
2214,South Dakota,"Turner County, SD",11.0
2215,South Dakota,"Walworth County, SD",15.0
2216,South Dakota,"Ziebach County, SD",19.666666666666668
2217,Tennessee,"Anderson County, TN",13.0
2218,Tennessee,"Bedford County, TN",15.0
2219,Tennessee,"Benton County, TN",18.0
2220,Tennessee,"Bledsoe County, TN",11.5
2221,Tennessee,"Blount County, TN",12.0
2222,Tennessee,"Bradley County, TN",11.0
2223,Tennessee,"Campbell County, TN",17.714285714285715
2224,Tennessee,"Cannon County, TN",11.0
2225,Tennessee,"Carroll County, TN",7.0
2226,Tennessee,"Carter County, TN | Unicoi County, TN | Washington County, TN",9.0
2227,Tennessee,"Cheatham County, TN",10.0
2228,Tennessee,"Chester County, TN",16.0
2229,Tennessee,"Claiborne County, TN",17.0
2230,Tennessee,"Clay County, TN | Jackson County, TN",13.0
2231,Tennessee,"Cocke County, TN",14.0
2232,Tennessee,"Coffee County, TN | Franklin County, TN | Moore County, TN",9.0
2233,Tennessee,"Crockett County, TN",16.0
2234,Tennessee,"Cumberland County, TN",12.0
2235,Tennessee,"Davidson County, TN",17.285714285714285
2236,Tennessee,"DeKalb County, TN | Warren County, TN",11.0
2237,Tennessee,"Decatur County, TN",18.0
2238,Tennessee,"Dickson County, TN",13.0
2239,Tennessee,"Dyer County, TN",15.0
2240,Tennessee,"Fayette County, TN",14.0
2241,Tennessee,"Fentress County, TN",11.0
2242,Tennessee,"Gibson County, TN",15.0
2243,Tennessee,"Giles County, TN",11.0
2244,Tennessee,"Grainger County, TN",19.0
2245,Tennessee,"Grundy County, TN",16.0
2246,Tennessee,"Hamblen County, TN | Jefferson County, TN",9.0
2247,Tennessee,"Hamilton County, TN",13.0
2248,Tennessee,"Hancock County, TN",18.0
2249,Tennessee,"Hardeman County, TN",19.5
2250,Tennessee,"Hardin County, TN",14.0
2251,Tennessee,"Hawkins County, TN",13.0
2252,Tennessee,"Hawkins County, TN | Sullivan County, TN",9.0
2253,Tennessee,"Haywood County, TN",15.0
2254,Tennessee,"Henderson County, TN",17.0
2255,Tennessee,"Henry County, TN",13.0
2256,Tennessee,"Hickman County, TN",14.0
2257,Tennessee,"Houston County, TN",16.0
2258,Tennessee,"Humphreys County, TN",14.0
2259,Tennessee,"Johnson County, TN",13.0
2260,Tennessee,"Knox County, TN",14.5
2261,Tennessee,"Lake County, TN",17.0
2262,Tennessee,"Lauderdale County, TN",16.75
2263,Tennessee,"Lawrence County, TN",13.0
2264,Tennessee,"Lewis County, TN",11.0
2265,Tennessee,"Lincoln County, TN",17.0
2266,Tennessee,"Loudon County, TN",12.0
2267,Tennessee,"Macon County, TN | Trousdale County, TN",18.0
2268,Tennessee,"Madison County, TN",11.0
2269,Tennessee,"Marion County, TN",16.0
2270,Tennessee,"Marshall County, TN",16.0
2271,Tennessee,"Maury County, TN",14.0
2272,Tennessee,"McMinn County, TN",13.0
2273,Tennessee,"McNairy County, TN",12.0
2274,Tennessee,"Meigs County, TN",17.0
2275,Tennessee,"Monroe County, TN",16.333333333333332
2276,Tennessee,"Montgomery County, TN",15.0
2277,Tennessee,"Morgan County, TN",20.0
2278,Tennessee,"Obion County, TN | Weakley County, TN",17.0
2279,Tennessee,"Overton County, TN",8.0
2280,Tennessee,"Perry County, TN",14.0
2281,Tennessee,"Pickett County, TN",11.0
2282,Tennessee,"Polk County, TN",18.5
2283,Tennessee,"Putnam County, TN | White County, TN",16.0
2284,Tennessee,"Rhea County, TN",14.0
2285,Tennessee,"Roane County, TN",16.0
2286,Tennessee,"Robertson County, TN",7.0
2287,Tennessee,"Rutherford County, TN",15.5
2288,Tennessee,"Scott County, TN",16.0
2289,Tennessee,"Sequatchie County, TN",15.0
2290,Tennessee,"Sevier County, TN",15.0
2291,Tennessee,"Shelby County, TN",19.3
2292,Tennessee,"Smith County, TN",8.0
2293,Tennessee,"Stewart County, TN",17.0
2294,Tennessee,"Sumner County, TN",19.0
2295,Tennessee,"Tipton County, TN",14.0
2296,Tennessee,"Union County, TN",19.0
2297,Tennessee,"Van Buren County, TN",16.5
2298,Tennessee,"Warren County, TN",16.0
2299,Tennessee,"Washington County, TN",19.0
2300,Tennessee,"Wayne County, TN",11.0
2301,Tennessee,"Williamson County, TN",11.0
2302,Texas,"Anderson County, TX",6.0
2303,Texas,"Andrews County, TX",13.5
2304,Texas,"Angelina County, TX",17.0
2305,Texas,"Aransas County, TX",17.0
2306,Texas,"Archer County, TX",16.0
2307,Texas,"Armstrong County, TX",15.0
2308,Texas,"Atascosa County, TX",15.0
2309,Texas,"Austin County, TX",7.0
2310,Texas,"Bailey County, TX",16.666666666666668
2311,Texas,"Bandera County, TX",16.0
2312,Texas,"Bastrop County, TX",14.0
2313,Texas,"Baylor County, TX",13.0
2314,Texas,"Bee County, TX",17.0
2315,Texas,"Bell County, TX",14.0
2316,Texas,"Bexar County, TX",17.0
2317,Texas,"Blanco County, TX",10.0
2318,Texas,"Borden County, TX",7.0
2319,Texas,"Bosque County, TX",5.0
2320,Texas,"Bowie County, TX",10.0
2321,Texas,"Brazoria County, TX",9.4
2322,Texas,"Brazos County, TX",19.5
2323,Texas,"Brewster County, TX",14.0
2324,Texas,"Briscoe County, TX",13.0
2325,Texas,"Brooks County, TX",16.0
2326,Texas,"Brown County, TX",16.0
2327,Texas,"Burleson County, TX",11.0
2328,Texas,"Caldwell County, TX",11.0
2329,Texas,"Calhoun County, TX",16.0
2330,Texas,"Cameron County, TX",15.666666666666666
2331,Texas,"Camp County, TX",17.0
2332,Texas,"Carson County, TX",15.0
2333,Texas,"Cass County, TX",15.0
2334,Texas,"Castro County, TX",14.0
2335,Texas,"Chambers County, TX",15.5
2336,Texas,"Cherokee County, TX",11.5
2337,Texas,"Childress County, TX",9.0
2338,Texas,"Clay County, TX",15.0
2339,Texas,"Cochran County, TX",17.0
2340,Texas,"Coke County, TX",16.0
2341,Texas,"Coleman County, TX",18.0
2342,Texas,"Collingsworth County, TX",13.0
2343,Texas,"Colorado County, TX",16.0
2344,Texas,"Comanche County, TX",16.0
2345,Texas,"Concho County, TX",14.5
2346,Texas,"Cooke County, TX",16.0
2347,Texas,"Coryell County, TX",10.5
2348,Texas,"Cottle County, TX",10.0
2349,Texas,"Crane County, TX",15.0
2350,Texas,"Crockett County, TX",12.0
2351,Texas,"Crosby County, TX",15.0
2352,Texas,"Culberson County, TX",19.0
2353,Texas,"Culberson County, TX | Hudspeth County, TX",20.0
2354,Texas,"Dallam County, TX | Hartley County, TX",14.0
2355,Texas,"Dallas County, TX",17.2
2356,Texas,"Dawson County, TX",14.0
2357,Texas,"DeWitt County, TX",6.0
2358,Texas,"Deaf Smith County, TX",16.5
2359,Texas,"Delta County, TX",17.0
2360,Texas,"Denton County, TX",21.0
2361,Texas,"Dickens County, TX",21.0
2362,Texas,"Dimmit County, TX",10.0
2363,Texas,"Donley County, TX",16.5
2364,Texas,"Duval County, TX",19.0
2365,Texas,"Eastland County, TX",15.0
2366,Texas,"Ector County, TX",15.5
2367,Texas,"Edwards County, TX",7.0
2368,Texas,"El Paso County, TX",17.571428571428573
2369,Texas,"Ellis County, TX",19.0
2370,Texas,"Erath County, TX",16.0
2371,Texas,"Falls County, TX",16.0
2372,Texas,"Fannin County, TX",12.0
2373,Texas,"Fayette County, TX",16.0
2374,Texas,"Fisher County, TX",12.0
2375,Texas,"Floyd County, TX",16.0
2376,Texas,"Foard County, TX",9.0
2377,Texas,"Fort Bend County, TX",12.5
2378,Texas,"Franklin County, TX",16.0
2379,Texas,"Freestone County, TX",15.0
2380,Texas,"Frio County, TX",18.0
2381,Texas,"Gaines County, TX",13.0
2382,Texas,"Galveston County, TX",14.5
2383,Texas,"Garza County, TX",14.0
2384,Texas,"Gillespie County, TX",14.0
2385,Texas,"Glasscock County, TX",9.0
2386,Texas,"Goliad County, TX",14.0
2387,Texas,"Gonzales County, TX",13.0
2388,Texas,"Gray County, TX",7.0
2389,Texas,"Grayson County, TX",15.0
2390,Texas,"Gregg County, TX",14.4
2391,Texas,"Grimes County, TX",9.666666666666666
2392,Texas,"Hale County, TX",15.0
2393,Texas,"Hall County, TX",22.0
2394,Texas,"Hamilton County, TX",13.5
2395,Texas,"Hansford County, TX",14.0
2396,Texas,"Hardin County, TX",16.0
2397,Texas,"Harris County, TX",17.8
2398,Texas,"Harrison County, TX",18.5
2399,Texas,"Haskell County, TX",15.0
2400,Texas,"Hays County, TX",17.0
2401,Texas,"Hemphill County, TX",11.0
2402,Texas,"Henderson County, TX",13.0
2403,Texas,"Hidalgo County, TX",14.333333333333334
2404,Texas,"Hill County, TX",16.5
2405,Texas,"Hockley County, TX",19.0
2406,Texas,"Hood County, TX",14.0
2407,Texas,"Hopkins County, TX",17.0
2408,Texas,"Houston County, TX",19.5
2409,Texas,"Howard County, TX",15.0
2410,Texas,"Hunt County, TX",18.5
2411,Texas,"Hutchinson County, TX",13.0
2412,Texas,"Irion County, TX",11.0
2413,Texas,"Jack County, TX",12.5
2414,Texas,"Jackson County, TX",11.5
2415,Texas,"Jasper County, TX",14.0
2416,Texas,"Jeff Davis County, TX",9.0
2417,Texas,"Jefferson County, TX",14.0
2418,Texas,"Jim Hogg County, TX",18.0
2419,Texas,"Jim Wells County, TX",18.0
2420,Texas,"Jones County, TX",9.333333333333334
2421,Texas,"Karnes County, TX",13.0
2422,Texas,"Kenedy County, TX",9.0
2423,Texas,"Kent County, TX",13.0
2424,Texas,"Kerr County, TX",15.0
2425,Texas,"Kimble County, TX",10.0
2426,Texas,"King County, TX",5.0
2427,Texas,"Kinney County, TX",17.0
2428,Texas,"Kleberg County, TX",12.0
2429,Texas,"Knox County, TX",15.0
2430,Texas,"La Salle County, TX",15.666666666666666
2431,Texas,"Lamar County, TX",12.0
2432,Texas,"Lamb County, TX",16.666666666666668
2433,Texas,"Lampasas County, TX",9.0
2434,Texas,"Lee County, TX",14.0
2435,Texas,"Leon County, TX",17.0
2436,Texas,"Liberty County, TX",14.5
2437,Texas,"Limestone County, TX",18.0
2438,Texas,"Lipscomb County, TX",15.0
2439,Texas,"Live Oak County, TX",18.5
2440,Texas,"Llano County, TX",13.0
2441,Texas,"Loving County, TX",6.0
2442,Texas,"Lubbock County, TX",19.666666666666668
2443,Texas,"Lynn County, TX",17.5
2444,Texas,"Madison County, TX",15.0
2445,Texas,"Marion County, TX",19.0
2446,Texas,"Martin County, TX",15.0
2447,Texas,"Mason County, TX",13.0
2448,Texas,"Matagorda County, TX",16.0
2449,Texas,"Maverick County, TX",12.25
2450,Texas,"McCulloch County, TX",17.0
2451,Texas,"McLennan County, TX",17.5
2452,Texas,"McMullen County, TX",7.0
2453,Texas,"Medina County, TX",12.0
2454,Texas,"Menard County, TX",7.0
2455,Texas,"Midland County, TX",14.5
2456,Texas,"Milam County, TX",15.0
2457,Texas,"Mills County, TX",13.0
2458,Texas,"Mitchell County, TX",14.0
2459,Texas,"Montague County, TX",12.0
2460,Texas,"Montgomery County, TX",16.5
2461,Texas,"Moore County, TX",8.0
2462,Texas,"Morris County, TX",15.0
2463,Texas,"Motley County, TX",10.0
2464,Texas,"Nacogdoches County, TX",17.5
2465,Texas,"Navarro County, TX",9.0
2466,Texas,"Newton County, TX",15.0
2467,Texas,"Nolan County, TX",13.0
2468,Texas,"Nueces County, TX",10.666666666666666
2469,Texas,"Ochiltree County, TX",8.0
2470,Texas,"Oldham County, TX",11.0
2471,Texas,"Orange County, TX",16.0
2472,Texas,"Palo Pinto County, TX",17.0
2473,Texas,"Panola County, TX",9.0
2474,Texas,"Parker County, TX",10.0
2475,Texas,"Parmer County, TX",15.5
2476,Texas,"Pecos County, TX",15.25
2477,Texas,"Polk County, TX",11.333333333333334
2478,Texas,"Potter County, TX",6.0
2479,Texas,"Potter County, TX | Randall County, TX",16.0
2480,Texas,"Presidio County, TX",15.5
2481,Texas,"Rains County, TX",11.0
2482,Texas,"Randall County, TX",17.0
2483,Texas,"Reagan County, TX",15.0
2484,Texas,"Real County, TX",16.0
2485,Texas,"Red River County, TX",18.0
2486,Texas,"Reeves County, TX",15.0
2487,Texas,"Refugio County, TX",15.0
2488,Texas,"Roberts County, TX",7.0
2489,Texas,"Robertson County, TX",16.5
2490,Texas,"Runnels County, TX",12.0
2491,Texas,"Rusk County, TX",15.5
2492,Texas,"Sabine County, TX",17.0
2493,Texas,"San Augustine County, TX",16.0
2494,Texas,"San Jacinto County, TX",14.0
2495,Texas,"San Patricio County, TX",11.0
2496,Texas,"San Saba County, TX",14.0
2497,Texas,"Schleicher County, TX",15.5
2498,Texas,"Scurry County, TX",13.0
2499,Texas,"Shackelford County, TX",15.0
2500,Texas,"Shelby County, TX",18.5
2501,Texas,"Sherman County, TX",15.0
2502,Texas,"Smith County, TX",13.0
2503,Texas,"Somervell County, TX",15.0
2504,Texas,"Starr County, TX",15.0
2505,Texas,"Stephens County, TX",10.0
2506,Texas,"Sterling County, TX",10.0
2507,Texas,"Sutton County, TX",11.0
2508,Texas,"Swisher County, TX",14.0
2509,Texas,"Tarrant County, TX",15.0
2510,Texas,"Taylor County, TX",15.0
2511,Texas,"Terrell County, TX",9.0
2512,Texas,"Terry County, TX",18.0
2513,Texas,"Titus County, TX",13.0
2514,Texas,"Tom Green County, TX",9.5
2515,Texas,"Travis County, TX",19.0
2516,Texas,"Trinity County, TX",15.0
2517,Texas,"Tyler County, TX",18.0
2518,Texas,"Upshur County, TX",16.0
2519,Texas,"Upton County, TX",16.0
2520,Texas,"Uvalde County, TX",14.0
2521,Texas,"Val Verde County, TX",15.0
2522,Texas,"Van Zandt County, TX",11.0
2523,Texas,"Victoria County, TX",8.0
2524,Texas,"Walker County, TX",13.25
2525,Texas,"Waller County, TX",14.0
2526,Texas,"Ward County, TX",14.0
2527,Texas,"Washington County, TX",14.0
2528,Texas,"Webb County, TX",18.0
2529,Texas,"Wharton County, TX",16.0
2530,Texas,"Wheeler County, TX",14.0
2531,Texas,"Wichita County, TX",14.0
2532,Texas,"Wilbarger County, TX",14.0
2533,Texas,"Willacy County, TX",8.0
2534,Texas,"Williamson County, TX",19.0
2535,Texas,"Wilson County, TX",7.0
2536,Texas,"Winkler County, TX",14.5
2537,Texas,"Wise County, TX",15.0
2538,Texas,"Wood County, TX",9.5
2539,Texas,"Yoakum County, TX",13.0
2540,Texas,"Young County, TX",8.0
2541,Texas,"Zapata County, TX",20.0
2542,Texas,"Zavala County, TX",16.666666666666668
2543,Utah,"Beaver County, UT",12.0
2544,Utah,"Box Elder County, UT",9.0
2545,Utah,"Cache County, UT",10.0
2546,Utah,"Carbon County, UT",12.5
2547,Utah,"Daggett County, UT",6.0
2548,Utah,"Duchesne County, UT",11.0
2549,Utah,"Emery County, UT",14.5
2550,Utah,"Garfield County, UT",13.666666666666666
2551,Utah,"Grand County, UT",15.0
2552,Utah,"Iron County, UT",11.75
2553,Utah,"Juab County, UT",6.0
2554,Utah,"Kane County, UT",10.0
2555,Utah,"Millard County, UT",7.0
2556,Utah,"Morgan County, UT",5.0
2557,Utah,"Piute County, UT",12.5
2558,Utah,"Rich County, UT",15.4
2559,Utah,"Salt Lake County, UT",14.777777777777779
2560,Utah,"San Juan County, UT",16.22222222222222
2561,Utah,"Sanpete County, UT",6.0
2562,Utah,"Sevier County, UT",12.0
2563,Utah,"Tooele County, UT",11.333333333333334
2564,Utah,"Uintah County, UT",15.0
2565,Utah,"Utah County, UT",14.0
2566,Utah,"Wasatch County, UT",15.0
2567,Utah,"Washington County, UT",13.25
2568,Utah,"Wayne County, UT",9.5
2569,Utah,"Weber County, UT",14.5
2570,Vermont,"Addison County, VT",8.0
2571,Vermont,"Bennington County, VT",7.0
2572,Vermont,"Caledonia County, VT",7.0
2573,Vermont,"Chittenden County, VT",8.0
2574,Vermont,"Essex County, VT | Orleans County, VT",12.0
2575,Vermont,"Franklin County, VT",8.0
2576,Vermont,"Lamoille County, VT",6.0
2577,Vermont,"Orange County, VT",6.0
2578,Vermont,"Rutland County, VT",7.0
2579,Vermont,"Rutland County, VT | Windsor County, VT",10.0
2580,Vermont,"Washington County, VT",4.0
2581,Vermont,"Windsor County, VT",4.0
2582,Virginia,"Accomack County, VA",15.0
2583,Virginia,"Alleghany County, VA | Covington City, VA",12.0
2584,Virginia,"Amelia County, VA",9.0
2585,Virginia,"Amherst County, VA",9.0
2586,Virginia,"Appomattox County, VA",12.0
2587,Virginia,"Bath County, VA",9.0
2588,Virginia,"Bedford County, VA",12.0
2589,Virginia,"Bland County, VA",12.5
2590,Virginia,"Botetourt County, VA",12.0
2591,Virginia,"Brunswick County, VA",19.0
2592,Virginia,"Buchanan County, VA",14.5
2593,Virginia,"Buckingham County, VA",9.0
2594,Virginia,"Buckingham County, VA | Cumberland County, VA",16.0
2595,Virginia,"Buena Vista City, VA | Lexington City, VA | Rockbridge County, VA",15.0
2596,Virginia,"Campbell County, VA",9.0
2597,Virginia,"Caroline County, VA",9.0
2598,Virginia,"Carroll County, VA",17.0
2599,Virginia,"Carroll County, VA | Galax City, VA | Grayson County, VA",15.0
2600,Virginia,"Charles City County, VA",14.0
2601,Virginia,"Charlotte County, VA",16.0
2602,Virginia,"Chesapeake City, VA",3.0
2603,Virginia,"Chesapeake City, VA | Norfolk City, VA",13.0
2604,Virginia,"Craig County, VA",14.0
2605,Virginia,"Danville City, VA",20.0
2606,Virginia,"Dickenson County, VA",16.0
2607,Virginia,"Dinwiddie County, VA",11.0
2608,Virginia,"Emporia City, VA | Greensville County, VA",11.0
2609,Virginia,"Essex County, VA | Richmond County, VA",10.0
2610,Virginia,"Fairfax County, VA",18.0
2611,Virginia,"Floyd County, VA",8.0
2612,Virginia,"Fluvanna County, VA",7.0
2613,Virginia,"Franklin City, VA | Southampton County, VA",15.0
2614,Virginia,"Franklin County, VA",6.0
2615,Virginia,"Frederick County, VA | Winchester City, VA",16.0
2616,Virginia,"Giles County, VA",11.0
2617,Virginia,"Goochland County, VA",7.0
2618,Virginia,"Grayson County, VA",6.0
2619,Virginia,"Greene County, VA | Madison County, VA",9.0
2620,Virginia,"Halifax County, VA",15.0
2621,Virginia,"Hampton City, VA | Newport News City, VA",12.0
2622,Virginia,"Harrisonburg City, VA",14.0
2623,Virginia,"Henrico County, VA | Richmond City, VA",7.0
2624,Virginia,"Henry County, VA | Martinsville City, VA",15.0
2625,Virginia,"Highland County, VA",17.5
2626,Virginia,"Hopewell City, VA | Petersburg City, VA | Prince George County, VA",18.0
2627,Virginia,"King George County, VA | Westmoreland County, VA",10.0
2628,Virginia,"King William County, VA | New Kent County, VA",10.0
2629,Virginia,"King and Queen County, VA",9.0
2630,Virginia,"Lancaster County, VA | Northumberland County, VA",18.0
2631,Virginia,"Lee County, VA",19.666666666666668
2632,Virginia,"Loudoun County, VA",18.0
2633,Virginia,"Louisa County, VA",9.0
2634,Virginia,"Lunenburg County, VA",15.5
2635,Virginia,"Lynchburg City, VA",13.666666666666666
2636,Virginia,"Martinsville City, VA",20.0
2637,Virginia,"Mathews County, VA | Middlesex County, VA",14.0
2638,Virginia,"Mecklenburg County, VA",12.0
2639,Virginia,"Montgomery County, VA",14.0
2640,Virginia,"Nelson County, VA",13.0
2641,Virginia,"Newport News City, VA",14.5
2642,Virginia,"Norfolk City, VA | Portsmouth City, VA",10.0
2643,Virginia,"Northampton County, VA",18.0
2644,Virginia,"Norton City, VA | Wise County, VA",15.0
2645,Virginia,"Nottoway County, VA",12.0
2646,Virginia,"Page County, VA | Shenandoah County, VA",9.0
2647,Virginia,"Patrick County, VA",19.0
2648,Virginia,"Pittsylvania County, VA",9.0
2649,Virginia,"Portsmouth City, VA",21.0
2650,Virginia,"Prince Edward County, VA",17.0
2651,Virginia,"Prince William County, VA",15.0
2652,Virginia,"Rappahannock County, VA",12.0
2653,Virginia,"Richmond City, VA",22.0
2654,Virginia,"Roanoke City, VA",12.0
2655,Virginia,"Rockbridge County, VA",20.0
2656,Virginia,"Russell County, VA",14.5
2657,Virginia,"Scott County, VA",14.5
2658,Virginia,"Smyth County, VA",9.0
2659,Virginia,"Smyth County, VA | Washington County, VA",13.0
2660,Virginia,"Surry County, VA",14.0
2661,Virginia,"Sussex County, VA",16.5
2662,Virginia,"Tazewell County, VA",15.0
2663,Virginia,"Warren County, VA",4.0
2664,Virginia,"Wise County, VA",4.5
2665,Washington,"Adams County, WA",16.0
2666,Washington,"Asotin County, WA",16.0
2667,Washington,"Benton County, WA",15.0
2668,Washington,"Benton County, WA | Franklin County, WA",16.0
2669,Washington,"Chelan County, WA",16.5
2670,Washington,"Chelan County, WA | Douglas County, WA",16.0
2671,Washington,"Clallam County, WA",10.857142857142858
2672,Washington,"Clallam County, WA | Jefferson County, WA",17.0
2673,Washington,"Clark County, WA",14.5
2674,Washington,"Columbia County, WA",13.0
2675,Washington,"Cowlitz County, WA",15.5
2676,Washington,"Douglas County, WA",15.0
2677,Washington,"Ferry County, WA",16.0
2678,Washington,"Franklin County, WA",12.0
2679,Washington,"Garfield County, WA",13.0
2680,Washington,"Grant County, WA",15.714285714285714
2681,Washington,"Grant County, WA | Okanogan County, WA",17.0
2682,Washington,"Grays Harbor County, WA",14.714285714285714
2683,Washington,"Island County, WA",12.0
2684,Washington,"Jefferson County, WA",15.0
2685,Washington,"King County, WA",16.41176470588235
2686,Washington,"Kitsap County, WA",15.6
2687,Washington,"Kittitas County, WA",15.666666666666666
2688,Washington,"Klickitat County, WA",13.5
2689,Washington,"Lewis County, WA",15.5
2690,Washington,"Lincoln County, WA",11.5
2691,Washington,"Mason County, WA",14.777777777777779
2692,Washington,"Okanogan County, WA",16.857142857142858
2693,Washington,"Pacific County, WA",14.0
2694,Washington,"Pend Oreille County, WA",12.0
2695,Washington,"Pierce County, WA",15.571428571428571
2696,Washington,"San Juan County, WA",12.666666666666666
2697,Washington,"Skagit County, WA",13.4
2698,Washington,"Skamania County, WA",11.0
2699,Washington,"Snohomish County, WA",16.375
2700,Washington,"Spokane County, WA",17.25
2701,Washington,"Stevens County, WA",16.666666666666668
2702,Washington,"Thurston County, WA",14.0
2703,Washington,"Wahkiakum County, WA",17.0
2704,Washington,"Walla Walla County, WA",11.0
2705,Washington,"Whatcom County, WA",17.0
2706,Washington,"Whitman County, WA",15.333333333333334
2707,Washington,"Yakima County, WA",17.38888888888889
2708,West Virginia,"Barbour County, WV",10.5
2709,West Virginia,"Berkeley County, WV",11.666666666666666
2710,West Virginia,"Boone County, WV",19.75
2711,West Virginia,"Braxton County, WV",19.0
2712,West Virginia,"Cabell County, WV",12.0
2713,West Virginia,"Calhoun County, WV",18.5
2714,West Virginia,"Clay County, WV",18.0
2715,West Virginia,"Doddridge County, WV",17.0
2716,West Virginia,"Fayette County, WV",11.333333333333334
2717,West Virginia,"Gilmer County, WV",15.5
2718,West Virginia,"Grant County, WV",12.0
2719,West Virginia,"Greenbrier County, WV",15.5
2720,West Virginia,"Hampshire County, WV",9.0
2721,West Virginia,"Hancock County, WV",13.666666666666666
2722,West Virginia,"Hardy County, WV",19.0
2723,West Virginia,"Harrison County, WV",11.0
2724,West Virginia,"Jackson County, WV",8.0
2725,West Virginia,"Kanawha County, WV",9.5
2726,West Virginia,"Lewis County, WV",18.0
2727,West Virginia,"Lincoln County, WV",20.0
2728,West Virginia,"Logan County, WV",11.5
2729,West Virginia,"Marion County, WV",12.0
2730,West Virginia,"Marshall County, WV",10.0
2731,West Virginia,"Mason County, WV",14.0
2732,West Virginia,"McDowell County, WV",20.333333333333332
2733,West Virginia,"Mercer County, WV",19.5
2734,West Virginia,"Mineral County, WV",17.0
2735,West Virginia,"Mingo County, WV",18.0
2736,West Virginia,"Monongalia County, WV",11.5
2737,West Virginia,"Monroe County, WV",13.333333333333334
2738,West Virginia,"Morgan County, WV",16.0
2739,West Virginia,"Nicholas County, WV",18.0
2740,West Virginia,"Pendleton County, WV",19.0
2741,West Virginia,"Pleasants County, WV",18.0
2742,West Virginia,"Pocahontas County, WV",12.5
2743,West Virginia,"Preston County, WV",12.0
2744,West Virginia,"Putnam County, WV",12.0
2745,West Virginia,"Raleigh County, WV",12.666666666666666
2746,West Virginia,"Randolph County, WV",7.0
2747,West Virginia,"Ritchie County, WV",18.5
2748,West Virginia,"Roane County, WV",17.2
2749,West Virginia,"Summers County, WV",12.0
2750,West Virginia,"Taylor County, WV",13.333333333333334
2751,West Virginia,"Tucker County, WV",17.0
2752,West Virginia,"Tyler County, WV",17.5
2753,West Virginia,"Upshur County, WV",13.5
2754,West Virginia,"Webster County, WV",20.0
2755,West Virginia,"Wetzel County, WV",16.0
2756,West Virginia,"Wirt County, WV",16.666666666666668
2757,West Virginia,"Wood County, WV",17.0
2758,West Virginia,"Wyoming County, WV",19.0
2759,Wisconsin,"Adams County, WI",15.0
2760,Wisconsin,"Ashland County, WI",13.0
2761,Wisconsin,"Ashland County, WI | Iron County, WI | Price County, WI",13.0
2762,Wisconsin,"Barron County, WI | Washburn County, WI",6.0
2763,Wisconsin,"Bayfield County, WI",15.5
2764,Wisconsin,"Brown County, WI",13.0
2765,Wisconsin,"Buffalo County, WI | Dunn County, WI | Pepin County, WI | Pierce County, WI",8.0
2766,Wisconsin,"Buffalo County, WI | Pepin County, WI",10.0
2767,Wisconsin,"Burnett County, WI",14.0
2768,Wisconsin,"Calumet County, WI | Fond du Lac County, WI | Manitowoc County, WI",10.0
2769,Wisconsin,"Chippewa County, WI | Eau Claire County, WI",10.0
2770,Wisconsin,"Clark County, WI",11.0
2771,Wisconsin,"Columbia County, WI",3.0
2772,Wisconsin,"Columbia County, WI | Dodge County, WI",13.0
2773,Wisconsin,"Crawford County, WI",13.0
2774,Wisconsin,"Dane County, WI",14.0
2775,Wisconsin,"Dodge County, WI",3.0
2776,Wisconsin,"Dodge County, WI | Jefferson County, WI",11.0
2777,Wisconsin,"Door County, WI",13.0
2778,Wisconsin,"Douglas County, WI | Washburn County, WI",11.0
2779,Wisconsin,"Dunn County, WI | St. Croix County, WI",10.0
2780,Wisconsin,"Florence County, WI",11.0
2781,Wisconsin,"Forest County, WI",14.333333333333334
2782,Wisconsin,"Grant County, WI",9.0
2783,Wisconsin,"Green Lake County, WI",10.0
2784,Wisconsin,"Iron County, WI",9.0
2785,Wisconsin,"Jackson County, WI",8.0
2786,Wisconsin,"Jackson County, WI | Trempealeau County, WI",12.0
2787,Wisconsin,"Juneau County, WI",13.5
2788,Wisconsin,"Kenosha County, WI",18.0
2789,Wisconsin,"Kewaunee County, WI",7.0
2790,Wisconsin,"La Crosse County, WI | Monroe County, WI",11.0
2791,Wisconsin,"Lafayette County, WI",10.0
2792,Wisconsin,"Langlade County, WI",11.5
2793,Wisconsin,"Marathon County, WI",12.666666666666666
2794,Wisconsin,"Marinette County, WI",13.0
2795,Wisconsin,"Marquette County, WI",13.0
2796,Wisconsin,"Menominee County, WI",18.0
2797,Wisconsin,"Milwaukee County, WI",16.333333333333332
2798,Wisconsin,"Monroe County, WI",14.5
2799,Wisconsin,"Oconto County, WI",7.0
2800,Wisconsin,"Oneida County, WI | Vilas County, WI",6.0
